website,business_name,address,phone,fax,mobile,full_service_categories
,AZI Switch Electrician Pty Ltd,HILLSIDE VIC 3037,0401943332 ,,0423333153,"Air Conditioning,Installation,Ducted,Repairs & Maintenance,Reverse Cycle,Refrigeration,Air Conditioners,Split System,Suppliers,Evaporative Cooling,Appliance Installation,Washing Machine Installation,Cooktop Installation,Dishwasher Installation,Oven Installation,Rangehood Installation,Electricians,Fibre Optic Cables,Test & Tag,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Solar Power,Power Points,Switchboards,Back Up Generators,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians,Home Entertainment System,Rewiring,Home Automation,Repairs,Lighting,Pool Lighting Design & Install,Outdoor Lighting Design & Install,Maintenance & Servicing,Repairs,Install,Design Consultants,Emergency Lighting Design & Install,Wiring"
,Azhak Gardens Maintenance and Landscaping,O'Connor ACT 2602,0404355803,,0404355803,"Garden Designer,Garden Maintenance,Fertilising,Garden Cleanup,Pruning & Trimming,Slashing,Gardening,Weed Control,Garden Supplies,Suppliers,Landscaping & Gardening,Horticulture,Landscape Design,Lawn & Turf,Supply,Disease And Pest Management,Laying,Lawn Mowing,Gardens,Nurseries,Plants"
insulfluf.com,AZELIA INSULATION,Dandenong VIC 3175,0397922524,,,"Insulation,Supply & Install Roof Insulation,Supply,Supply & Install Ceiling Insulation,Supply & Install Floor Insulation,Supply & Install Wall Insulation"
www.azartiling.com.auu002F ,Azar Tiling,Carramar NSW 2163,,,0478013378,"Bathroom,Complete Bathroom Renovation,Tilers,Tile Suppliers,Bathroom Tiles,Carpet Tiles,Pool Tiles,Floor Tiles,Mosaic Tiles,Stone Tiles,Marble Tiles,Ceramic Tiles,Kitchen Tiles,Outdoor Tiles,Granite Tiles,Tilers,Wall Tiling,Floor Tiling,Bathroom Tiling,Kitchen Tiling"
,Azar Cleaning,PIMPAMA QLD 4209,0421574004,,0421574004,"Carpet & Upholstery Cleaning,Carpet Dry Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Carpet Steam Cleaning,Upholstery Cleaning,Cleaning,Home Cleaners,Tile & Grout,One Off Clean,Rental Bond & Move Out Clean,Oven Cleaning,Cleaning Services - Commercial,High Pressure Cleaning,Office Cleaning,Pressure Cleaning,Driveway Clean,Paving Clean,Pool Cleaning,Brick Cleaning,Vacuum Cleaners,Window Cleaning,Standard"
,Azcrete,"110 Yathong RD, Caringbah South NSW 2229",,,0415 724 497,"Concrete Kerbs,Install Car Park Kerbs,Install Garden Edges,Install Driveway Edges,Concrete Resurfacing,Concrete Repair & Reseal,Decorative Concrete Coatings,Anti-Slip Concrete Resurfacing,Concreting,House Slabs,Driveways,Concrete Retaining Walls,Concrete Removal,Coloured Concrete,Exposed Aggregate Concrete,Paving,Driveways,Paving Supply,Concrete Pavers,Pressure Cleaning,Paving Clean,Driveway Clean,Retaining Walls,Concrete Retaining Walls"
www.azcosolutions.com.au,Azco Electrical Solutions,Yallambie VIC 3085,,,0447015333,"Electricians,Data Cabling,New Installations,Rewiring,Uninterruptible Power Supply (UPS),Back Up Generators,New Homes,Repairs,Switchboards,Home Entertainment System,Renovations,Security Lighting,Test & Tag,Lighting,Home Automation,Power Points,Safety Switches,Solar Power,24/7 Emergency Electricians"
,Azaway,,,,0413 732 272,"Asbestos Removal,Small Clean-Ups,Site Decontamination,Inspections"
,AZAP Services,Padbury WA 6025,,,0438024262,"Cleaning,Home Cleaners,Cleaning Services - Commercial,Office Cleaning,Equipment Hire,Ladders,Earth Moving Equipment,Power Tools,Bobcat,Handyman,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Basic Garden Jobs,Furniture Assembly,Basic Tiling,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing"
,Aussie Blue Carpentry,Cranbourne East VIC 3977,,,0411533794,"Carpenters,Decking,Renovations,Ramps,Architraves,Doors,Skirting,Handrails,Formwork,Windows"
,AZACC Constructions Pty Ltd,Concord NSW 2137,,,0404 505 665,"Carpenters,Decking,Architraves,House Frames,Skirting,Ramps,Doors,Handrails,Formwork,Windows,Renovations,Decking,Construction,Composite Decking,Timber Decking,Handyman,Basic Painting,Basic Carpentry,Odd Jobs,Basic Bricklaying,Lock Repairs,Welding,Basic Paving,Basic Garden Jobs,Basic Tiling,Basic Fencing,Furniture Assembly,Shower Base Repair,Picture & Mirror Hanging,Window & Door Repairs,Basic Plastering,Basic Concreting,Pergolas,Construction,Timber Pergola Builders"
,AZA Building,Palmerston ACT 2913,,,0416 258 587,"Carpenters,Ramps,Architraves,Renovations,Skirting,Doors,Handrails,Windows,Decking,House Frames,Carports,Carpenter,Cladding,External,Material Suppliers,Cement,Timber,Concrete,Internal,Wall,Decking,Suppliers,Sealing & Finishing,Composite Decking,Construction,Timber Decking,Decking Materials,Doors,Restoration,Fire Doors,Door Replacement,Door Repairs,Door Installation,Frame Installation,Painters,Interior,Special Finishes,Exterior Timber Maintenance,Commercial,Fence Painting,Colour Consulting,Exterior,Pergolas,Including Council Approval Service,Construction,Custom Design,Pergola Covers,Timber Pergola Builders,Pergola Screens, Windows & Doors,Plastering & Gyprock,Repairs,Partitioning,Dry Wall,Timber Flooring,Timber Floor Coatings,Timber Flooring Suppliers,Floating Timber Floor Installation,Timber Floor Installation,Timber Floor Repairs,Window Repairs,Window Frame Repairs,Windows,Window Repairs,Window Installation,Sliding Windows,Window Frames,Whole Window Replacement"
,AZ1 Cleaning and Maintenance Services,Mount Druitt NSW 2218,,,0426143123,"Pressure Cleaning,Paving Clean,Pool Cleaning,Graffiti Removal,Tilers,Floor Tiling,Tile Removal,Mosaic,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Waterproofing,Bathroom,Balconies,Tile Seepage"
azad-logistics.business.siteu002F,Azad logistics pty ltd,DOUBLE BAY NSW 2028,,,042447692,"Cleaning Services - Commercial,Graffiti Removal,Office Cleaning,Exterior Cleaning,Builder Clean Ups,Pest Control,Cockroaches,Spiders,Bee Removal,Silverfish,Ants,Rabbit Control,Preconstruction Treatments,Rodent Control,Bed Bugs,Possums,Wasp Removal,Fleas,Vermin,Pest Control Products"
,AZ sparking clean service,YAGOONA NSW 2199,0435775679,,0435775679,"Cleaning,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Tile & Grout,Cleaning Services - Commercial,Builder Clean Ups,Office Cleaning,Exterior Cleaning"
,AZA Spotless Pty Ltd,Lakemba NSW 2195,0413924442,,0413924442,"Cleaning,Cleaning Services - Commercial,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Office Cleaning,Exterior Cleaning"
,AZ Quality Coatings,Lyndhurst VIC 3975,0411600278,,0411600278,"Handyman,Basic Painting,Interior Decorating,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Fabric,Paint Suppliers,Coatings,Indoor,Outdoor,Painters,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting"
,Aza Designs,"3-109 Kanooka GR, Clayton VIC 3168",,,0449261303,"Bathroom,Design,Kitchen Design"
,AZ Plastering,Baxtar VIC 3910,,,0431 404 945,"Ceilings,Handyman,Basic Plastering,Plastering & Gyprock,Repairs,Ornamental,Partitioning,Dry Wall"
,AZ painting Services,Malak NT 812,,,0457545255,"Garden Maintenance,Garden Cleanup,Garden Rubbish Removal,Lawn Mowing,Gardens,Painters,Special Finishes,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Render,Rendering,Cement Render,Bagging,Acrylic Render"
www.azinteriors.com.au,AZ INTERIORS,CRANBOURNE VIC 3977,0412016102,,0412016102,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Interior Designer,Materials & Finishes Selection,Space Planning,Hospitality,Complete Design Service,Office,Commercial,Lighting Consultation,Renovations,Soft Furnishings Consultation,Bathroom Design,Pre-Sale Styling,Interior Styling,Painters,Interior"
,AZ Painting Services,DANDENONG VIC 3175,0410628940,,0410628940,"Painters,Exterior,Special Finishes,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting"
,AZ Demolition and Asbestos Removals,Broad Meadows VIC 3047,0400420630,,0400420630,"Demolition,Recycling Focused,Asbestos Removal,Strip Outs,Without Salvage Rights,With Salvage Rights,Excavation,Pool Excavations,Earth Moving,Site-Cuts"
www.facebook.comu002FAZConstructMelbourneu002F,AZ Construct,Endeavour Hills VIC 3802,0414084021,,0414084021,"Bathroom,Design,Repairs,Basin Installation,Toilet Installation,Cabinet Makers,Bath Installation,Bathroom Resurfacing,Waterproofers,Shower Installation,Vanity Installation,Complete Bathroom Renovation,Builder,Bathroom Sinks,Cleaning,Tile & Grout,BBQ Cleaning,Handyman,Basic Plastering,Basic Paving,Basic Painting,Basic Carpentry,Basic Tiling,Shower Base Repair,Joinery,Windows & Doors,Shop & Office Fitouts,Kitchen,New Kitchen,Tilers,Kitchen Tiling,Floor Tiling,Tile Removal,Mosaic,Outdoor Paving,Grouting & Regrouting ,Bathroom Tiling,Waterproofing,Seal Showers,Bathroom,Balconies,Caulking,Tile Seepage"
,Az Clean Az,,,,0412 039 598,"Cleaning,Cleaning Services - Commercial,Window Cleaning"
www.azcleaningservices.com.au,AZ CLEANING & PROPERTY SERVICES,Victoria Park WA 6100,,(08) 9451 6951,0408 201 141,"Building,Project Management,Carpet & Upholstery Cleaning,Sanitising & Deoderising,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Cleaning,Oven Cleaning,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Washing & Ironing,Cleaning Services - Commercial,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Office Cleaning,Garden Maintenance,Garden Cleanup,Garden Supplies,Vertical Gardens,Gutter Cleaning,Commercial,Roof Gutters,Handyman,Basic Garden Jobs,Basic Concreting,Picture & Mirror Hanging,Lock Repairs,Kitchen,Benchtops,Paving,Patios,Pressure Cleaning,Driveway Clean,Solar Power,Solar Panel Cleaners,Tilers,Tile & Grout Cleaning,Outdoor Paving,Window Cleaning,Standard"
,AYZ Pest Control,Bass Hill NSW 2197,0420750450,,0420750450,"Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pre-Purchase Property Inspections,Pest Control,Birds,Fleas,Bed Bugs,Cockroaches,Wasp Removal,Bee Removal,Vermin,Ants,Termites,Spiders,Preconstruction Treatments,Silverfish,Pest Control Products"
,AYTIES Cleaning,Seacombe Gardens SA 5047,,,0499694254,"Cleaning,Washing & Ironing,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Oven Cleaning,Home Cleaners"
,Aysha Saraya,Glenroy VIC 3046,,,0411386705,"Building,House & Land Packages,Project Management,Granny Flats,General Building Work,Re Stumping,Home Extensions,Renovation,New Home,Commercial,Carports,Builder,Garages,Builders,Gazebo,Design & Build,Landscaping & Gardening,Landscape Construction,Patios,Builders,Pergolas,Metal Pergola Builders,Timber Pergola Builders,Sheds,Shed Builders"
,AZ Air Solutions,Elizabeth Hills NSW 2171,,,0490362992,"Air Conditioning,Suppliers,Reverse Cycle,Split System,Installation,Evaporative Cooling,Repairs & Maintenance,Ducted"
,Ayres Stone Work,"Chester hill, 16 Merle ST, Chester hill NSW 2162",,,0434 989 282,"Cladding,Stone,Limestone,Natural Stone,Paving Supply,Stone Pavers,Reproduction Stone,Retaining Walls,Stone Retaining Walls,Stonemasonry,Stone Flagging,Stone Walls,Restoration & Repairs"
,AYS CON PTY LTD,NUNAWADING VIC 3131,0433299183,,0433299183,"Handyman,Basic Plastering,Plastering & Gyprock,Partitioning,Solid Wall,Dry Wall,Repairs,Ornamental"
,Ayr Cleaning Angel,Ayr QLD 4807,,,0407590476,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Washing & Ironing,One Off Clean,Window Cleaning,Standard"
,Ayres Plumbing,Warragul VIC 3820,,,0419674266,"Plumbers,Solar Hot Water,New Drains,Hot Water Unit Repairs,Plumbing Installation,Blocked Drains,Home Renovations,Rain Water Tank Installation,Grey Water Systems,Toilet Repairs,Grease Traps,Toilet Installation,General Maintenance,New Homes,Drain Repairs,Hot Water Unit Installation"
,AYM Services,Rydalmere NSW 2116,,,0472704242,"Lighting,Design Consultants"
,AYP Air-Conidtioning,golden grove SA 5125,0407605222,,0407605222,"Air Conditioning,Refrigeration,Split System,Evaporative Cooling,Air Conditioners,Ducted,Installation,Reverse Cycle,Repairs & Maintenance,Appliance Repairs,Air Conditioners,Heaters,Gas Heaters,Heating Systems,Ducted Gas Heating"
,Ayoub's Carpentry And Handyman Services,Berkeley NSW 2506,,,0423292733,"Carpenters,Decking,House Frames,Renovations,Ramps,Architraves,Doors,Skirting,Handrails,Formwork,Windows,Handyman,Window & Door Repairs,Basic Plastering,Picture & Mirror Hanging,Basic Concreting,Basic Painting,Basic Carpentry,Odd Jobs,Basic Bricklaying,Lock Repairs,Basic Garden Jobs,Basic Tiling,Basic Paving,Furniture Assembly,Shower Base Repair,Basic Fencing"
www.ayoupainters.com.au,Ayou Painters,Margate QLD 4019,0421 808 172,,,"Painters,Exterior,Spray Painting,Interior,Special Finishes,Commercial,Roof,Exterior Timber Maintenance,Fence Painting"
,Aymon Construction,BEXLEY NSW 2207,,,0411 719 123,"Bricklaying,Alterations & Additions,New Building,Piering,Brick Pointing,Brick Fences,Extensions,Cladding,Brick,Fencing,Brick,Glass & Glazing,Glass Bricks,Handyman,Basic Bricklaying"
,Ayma Rendering & Painting,Dannelong South VIC 3175,,,0490 097 357,"Mouldings,Painters,Exterior,Interior,Render,Rendering,Acrylic Render,Bagging"
,Ayma Painting & Renovations,Cranbourne East VIC 3977,,,0424740615,"Paint Suppliers,Indoor,Outdoor,Coatings,Painters,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting,Roof"
,AYM SA Property Solutions,Modbury Heights SA 5092,,,0414905000,"Garden Maintenance,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Lawn Mowing,Gardens"
,Aylward Communications,Safety Bay WA 6169,,,0419926800,"Electricians,Fibre Optic Cables,Data Cabling"
,Aye Solutions,Geeveston TAS 7116,,,0408159920,"Electricians,Home Entertainment System,Rewiring,Home Automation,Repairs,Test & Tag,Fibre Optic Cables,Renovations,Solar Power,Data Cabling,Power Points,Switchboards,Back Up Generators,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians"
www.ayliffeplumbing.comu002Fhome.html,Ayliffe Plumbing,Athelstone SA 5076,,,0450172926,"Gas Fitters,Gas Repairs,Gas Installation,Plumbers,Drain Repairs,Home Renovations,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,Backflow Systems,General Maintenance,New Homes,Hot Water Unit Installation,Solar Hot Water,Hot Water Unit Repairs,Plumbing Installation"
www.aykonhomes.comu002F,AYKON HOMES PTY LTD,Berwick VIC 3806,0383623074,,,"Building,New Home,Project Management,Home Extensions,Building Designer,Unit Development"
www.ayka.com.au,AYKA Technologies Pty Ltd,Seven Hills NSW 2147,0421857903-Sandeep,,0434371068,Solar Power Accessories
,AYG Projects Pty Ltd,Canberra ACT 2621,,,0431166758,"Building Designer,Commercial,Extensions & Additions,Carpenters,Ramps,Handrails,Formwork,Architraves,Doors,Windows,Skirting,Decking,Renovations,Carports,Carpenter,Cladding,Vinyl,Timber,Internal,Wall,Stone,External,Concrete,Material Suppliers,Brick,Cement,Handyman,Basic Tiling,Basic Plastering,Window & Door Repairs,Picture & Mirror Hanging,Basic Carpentry,Shopfitters,Project Management,Office Fit Outs,Shelving & Display Racks,Installation,Shop Fronts,Custom Design,Raised Floor Installation"
,Ayepatch Ceilings & Wall Repairs,Kinross WA 6028,,,0412 475 253,"Ceilings,Handyman,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Carpentry,Basic Painting,Odd Jobs,Basic Paving,Lock Repairs,Picture & Mirror Hanging,Basic Garden Jobs,Basic Tiling,Plastering & Gyprock,Partitioning,Solid Wall,Dry Wall,Repairs,Ornamental"
ayelec.com.auu002F,AYELEC Electrical Systems,Aberfoyle Park SA 5159,,,0435589181,"Electricians,Home Automation,Repairs,Back Up Generators,Renovations,Test & Tag,Lighting,Power Points,Switchboards,24/7 Emergency Electricians,New Installations,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring"
,AYE Cleaning,Blacktown NSW 2148,,,0426960293,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Tile & Grout,Duct Cleaning,One Off Clean,Cleaning Services - Commercial,Builder Clean Ups,Office Cleaning,Vacuum Cleaners,Window Cleaning,Standard"
,Aydin Bowe Carpentry,Secret Harbour WA 6173,,,0417307330,"Carpenters,Handrails,Formwork,Windows,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors"
,Ayden's Handy Services,Rockingham WA 6168,,,0450473787,"Garden Maintenance,Gardening,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Lawn Mowing,Gardens"
,Aybol's Cleaning Services,St Marys NSW 2760,,,0432678438,"Cleaning,BBQ Cleaning,One Off Clean,Oven Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Duct Cleaning,Cleaning Services - Commercial,Graffiti Removal,Office Cleaning,Exterior Cleaning,Builder Clean Ups,Garden Maintenance,Garden Rubbish Removal,Lawn Mowing,Larger Fields,Gardens,Rubbish Removal,Rubbish Removal Service"
,Ayden Wilson,SEAFORTH NSW 2092,0414291265,,0414291265,"Carpenters,Formwork,Cleaning,One Off Clean,Handyman,Basic Garden Jobs,Furniture Assembly,Basic Carpentry,Picture & Mirror Hanging,Odd Jobs,Pressure Cleaning,Brick Cleaning,Window Cleaning,Standard"
aybnconstructions.com.auu002F,AYBN Constructions,,07 3312 4201,,0403 191 344,"Bathroom,Bath Installation,Cabinet Makers,Shower Installation,Waterproofers,Complete Bathroom Renovation,Vanity Installation,Design,Builder,Basin Installation,Toilet Installation,Tilers,Building,Home Extensions,Renovation,New Home,Project Management,General Building Work,Carpenters,Decking,Skirting,House Frames,Ramps,Doors,Handrails,Formwork,Renovations,Windows,Architraves,Decking,Sealing & Finishing,Construction,Suppliers,Extensions & Additions,Garages,2nd Storey Additions,Ground Floor Extensions,Builders,Building Permits,Design,Project Management,Gazebo,Construction,Patios,Patio Cover Installations,Repairs,Material Supplies,Builders,Patio Screens, Windows & Doors,Pergolas,Construction,Custom Design,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Shopfitters,Office Fit Outs,Waterproofing,Bathroom"
,Aybeez Joinery,"Factory 6u002F 121 Fairbairn RD, Sunshine VIC 3020",03 9311 1605,,,"Carpenters,Windows"
,Aybee Property Maintenance & Concreting Service,Carrara QLD 4211,0478941635,,0478941635,"Concreting,Formwork,Footpaths,Handyman,Basic Tiling,Basic Plastering,Basic Painting,Basic Concreting,Basic Carpentry,Basic Paving,Basic Bricklaying,Basic Fencing,Retaining Walls,Timber Retaining Walls"
